date,weekday,scheduled_status,confirmation_status,closure_reason,source_year,sse_daily_result_rows,sse_daily_trade_date,sse_daily_product_names,sse_daily_result_sha256
2024-09-10,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240910,主板|科创板|股票,b5f82c5aa35537e60cc72536618d0ffd5c61bdb16bc868520aedf14fdd0440cc
2024-09-11,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240911,主板|科创板|股票,94e98591ee8e4cda57fd35af7f304f02d40b86b1d1710d5e3bfd3a1b23ad7bee
2024-09-12,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240912,主板|科创板|股票,d13cacbc22918bcc3118b7e38890fa2f78166187e82147f754ae8c27803a8b93
2024-09-13,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240913,主板|科创板|股票,1d0aa36198d58b0251237006e8c708c8c5be11327b0649d996e874ee9521ac6d
2024-09-14,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-09-15,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-09-16,MONDAY,CLOSED,CONFIRMED_CLOSED,MID_AUTUMN,2024,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2024-09-17,TUESDAY,CLOSED,CONFIRMED_CLOSED,MID_AUTUMN,2024,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2024-09-18,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240918,主板|科创板|股票,c17a546ccf5217e5d93a2ed6f23985adfb0efab439a40107056f50c85a8d5209
2024-09-19,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240919,主板|科创板|股票,344b7370b67a71d19f458285bb8b5393c9003fe74a858c8ef9e9d717ad07372b
2024-09-20,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240920,主板|科创板|股票,b31f2456599a7e527b285d652422918dcae9f5dc5faf6846c8a9b6819338073b
2024-09-21,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-09-22,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-09-23,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240923,主板|科创板|股票,75c1bc558b66a26309f27e3e5e4084503163d687baae9d8d4e9ca958955be2d9
2024-09-24,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240924,主板|科创板|股票,e6cb4120dc50f3f174b6a1224b6beaabf896d28be8de12a5ac5a4b989ab3d9db
2024-09-25,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240925,主板|科创板|股票,9ac5652c8667fbedce38714953df8cfa8695fd7fa47398fcf972efe2f63983dd
2024-09-26,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240926,主板|科创板|股票,7a38c496aa88a7016c44667c4b5b77c159d766f75de7318e7394a528e64a3c47
2024-09-27,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240927,主板|科创板|股票,13e155904185567b473d0e0b6f51098277f7a2106b6e303b56ad19a3872d725a
2024-09-28,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-09-29,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-09-30,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20240930,主板|科创板|股票,eee32136961a844d6a9b67ccaef7af438d53c5dd8cf4410c9f8639ede901da60
2024-10-01,TUESDAY,CLOSED,CONFIRMED_CLOSED,NATIONAL_DAY,2024,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2024-10-02,WEDNESDAY,CLOSED,CONFIRMED_CLOSED,NATIONAL_DAY,2024,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2024-10-03,THURSDAY,CLOSED,CONFIRMED_CLOSED,NATIONAL_DAY,2024,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2024-10-04,FRIDAY,CLOSED,CONFIRMED_CLOSED,NATIONAL_DAY,2024,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2024-10-05,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-10-06,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-10-07,MONDAY,CLOSED,CONFIRMED_CLOSED,NATIONAL_DAY,2024,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2024-10-08,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241008,主板|科创板|股票,5d2c33640cf21a378704248ea8002d058b6d3d1539c76bbf2ce2b26d57790da7
2024-10-09,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241009,主板|科创板|股票,72c6ccff6b6ddebe5f3a604b1acc1a7ed17d027f9deef5d21b82a1017be18c48
2024-10-10,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241010,主板|科创板|股票,4f14cb625b1d3ef659743d1d4340fe6e889da50b01a1a1c970360820db30e3a6
2024-10-11,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241011,主板|科创板|股票,897737f9cd1b3d0a984cfecef6ab76ad0fa58538ce9430e2e58f9b40fd4b1db8
2024-10-12,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-10-13,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-10-14,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241014,主板|科创板|股票,46d797322025dffed67d1f62bce7dddc9df8130dec57b53ae7c373bc36a84d0e
2024-10-15,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241015,主板|科创板|股票,edc7643a213fe712df9becb9e6c9f66e43d74d94622d41a7a3b5f59c3964a816
2024-10-16,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241016,主板|科创板|股票,d6875ae1950a6ce6e6e3654564b98e53f11d28861d9ae5cfc4b275492aa0844b
2024-10-17,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241017,主板|科创板|股票,a276804ffe6332aa6ca2ae32384ba7a0593ce4386cd4afaa9f8fec1df1168663
2024-10-18,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241018,主板|科创板|股票,ce2787c57b6cb8283fdab329b0e71f685dd88088dfcf435dbb74a5e2dcbd0841
2024-10-19,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-10-20,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-10-21,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241021,主板|科创板|股票,33596c82c0ab652e0d55aa8cce786c8a36487d29b8ba41938dd67d6a1bdce311
2024-10-22,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241022,主板|科创板|股票,fb64228170437ce5dd4e96f1eac070219bd5012c46597ffe33e553fc40d7b075
2024-10-23,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241023,主板|科创板|股票,fbe8fa42cea7cf43d0a146f14155b219886391405f99960080a2f13797d71844
2024-10-24,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241024,主板|科创板|股票,0162cf7b65d6e9f6c752834e2de4601ef0eb59d5ee44a7a9b1f28e2daa57af48
2024-10-25,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241025,主板|科创板|股票,33cc9c3abcf0e4b8ff28963339a90b9080a68dc2d39106bf71b61c3c18386b9d
2024-10-26,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-10-27,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-10-28,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241028,主板|科创板|股票,b943aa3cc81a25325903d26c84e024cb0d06b60914a9caf34ddd393ba869b2a9
2024-10-29,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241029,主板|科创板|股票,e61388edc0fdd0369f8c9eb30a2335df040a871b7dbe682e598f51b6f63088e2
2024-10-30,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241030,主板|科创板|股票,c5c88de82a893f89546a1b03173c6c80ef753d6daa5c70cf03d62caa1092bd85
2024-10-31,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241031,主板|科创板|股票,e98d9b78c7b425b614000e56f6e7980559b170130bf22bf64c77a60e1e06d8f4
2024-11-01,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241101,主板|科创板|股票,32533eb8934bbd3eac4abd66dad14c157a48df7311f95cd6f7040471e3f00f29
2024-11-02,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-11-03,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-11-04,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241104,主板|科创板|股票,af69d8ab3c0e59272a49546e53f1fbd35d2a9b85ea9380f2048e6d2e1ed1a9a9
2024-11-05,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241105,主板|科创板|股票,46d3d1338509285bd895b1c363bee3bc152cd75f67290f837778739fcc436627
2024-11-06,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241106,主板|科创板|股票,e33ef35a09fe3b7b4ac7c7bb0e7d0b8f826d31ef5912f2ce1bda26acc812e544
2024-11-07,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241107,主板|科创板|股票,346af0b3565b742dd1804c0a8b998e25dc3fcd8cda27169b7a9df7317b4ff6ef
2024-11-08,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241108,主板|科创板|股票,82324faa90608e244f8acb067dd1e64917790360e081a4c4d16a79df073f7f2d
2024-11-09,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-11-10,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-11-11,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241111,主板|科创板|股票,a52bbb97d58d3a9fb7851a646185f3855f98728b4b454935c528a3591e53d9a0
2024-11-12,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241112,主板|科创板|股票,ce4b2932e9410ad3756c7f3142dd8b5f6a21ee1cf95d65061bb1e349535c12a5
2024-11-13,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241113,主板|科创板|股票,5fa4a2efb2731c3bb7225402e91399073ca8d400aa739f677737d8667b91ed86
2024-11-14,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241114,主板|科创板|股票,3a75efdbe5d9bf6ecefbfadcfcf9e17ed8b577fb46850c35cd16e88188d10fed
2024-11-15,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241115,主板|科创板|股票,9d1cc900051999a67a87e9971fc7d38f3507d4209e6bb73f31156a0ba235ba6d
2024-11-16,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-11-17,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-11-18,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241118,主板|科创板|股票,7a27428a60f001d6ca66a14694eea7c4d25d6e6051cf8b14ae646eb926362b8a
2024-11-19,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241119,主板|科创板|股票,40ba6c2db2976a280c7391b68d9577ef07e84eb817626ec4c364190302105b45
2024-11-20,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241120,主板|科创板|股票,abe34944a98fe23441383dd07f3296a1b7d090dfb650951bc12494e0d8a0dde1
2024-11-21,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241121,主板|科创板|股票,58d8282aa6fd2fffe478af23356f1c672678cb1513946a90069e3a3819aa1b05
2024-11-22,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241122,主板|科创板|股票,f03d9cacb0ef8714898efc4238be33e2782847e5c8bbf500ece183308fd3253d
2024-11-23,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-11-24,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-11-25,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241125,主板|科创板|股票,4e42a258154eebe67f5ec1d3e6886968ce2d550b0f76fb5d872d440ff784161d
2024-11-26,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241126,主板|科创板|股票,b5e4086f854326569a0b218285b3f1a3d3c2095f9f282954b59dbe76d28b0173
2024-11-27,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241127,主板|科创板|股票,42d7df563edd83492856bebd0577893534ee4e7410b074275e4f9e7348834c08
2024-11-28,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241128,主板|科创板|股票,a357dcacb2898a674f9b0cf0e2a54557562ed36802e3f10eb86744a98352e88a
2024-11-29,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241129,主板|科创板|股票,3d7aefa98df5475e8dd31227968fe4cd34f1023d329c33eb683b28c80be798e1
2024-11-30,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-12-01,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-12-02,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241202,主板|科创板|股票,88c7f61e7311e140626dddbbd2e4c4902558c87f999358a0c5e6781212044df3
2024-12-03,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241203,主板|科创板|股票,d25519173b87802539be45dca30131629739b883c8c295e0a192e57c53a81c3b
2024-12-04,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241204,主板|科创板|股票,6a2879df110c802a2f2560b0b40ea2291bd1536ed880f2a37733faf1d9c4a164
2024-12-05,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241205,主板|科创板|股票,a9822ae102b0bf61d3115db2d6de72741d4044c1e8e83baef10e38ced065100f
2024-12-06,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241206,主板|科创板|股票,01167e048318a1350aaca5705f124daf119b47057d973ad4286295c500b53b6c
2024-12-07,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-12-08,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-12-09,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241209,主板|科创板|股票,fc7a6cf0fd10729c6d1f751fecb5acd68ef2df6812001b8f1cd594853a761dd2
2024-12-10,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241210,主板|科创板|股票,52780fc4f3e639e0c90e1e660b483ec07c29682a1832b7f823df39eb331eba7a
2024-12-11,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241211,主板|科创板|股票,5e27743716b80246ee4145620b2720e3cba3f801d197fc2a4ab9ccea406d2cd6
2024-12-12,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241212,主板|科创板|股票,ca306c4be057a069c020e932dedca796d0161962f82a6fc2940ae4f766d44dc1
2024-12-13,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241213,主板|科创板|股票,ed72f077a945eda0f60edd4c9f9f7cb981dadea42ea65d6b238c8e01f34c81d6
2024-12-14,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-12-15,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-12-16,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241216,主板|科创板|股票,7f05bea23b3ffefe08ee8d202e13397843b9bd6a2452e86e7bb6cb29ab7a655f
2024-12-17,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241217,主板|科创板|股票,74ab1dd323b9dc7ed214240e3540c8eb8a4e806047f0b96047d9ab00564e5d53
2024-12-18,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241218,主板|科创板|股票,099ad68cc03241abeb51f5288d7f4c9a32451835fa77039d99d9e3cd96333f67
2024-12-19,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241219,主板|科创板|股票,fd7cf9352e6cf583bb8dadae30bb549c459d81c4596e3ef27e5d24be6ad1fd34
2024-12-20,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241220,主板|科创板|股票,0f725a4f4e95a09e05c5900b1d2b48bf99beaa486ceef6934d2a708966aca514
2024-12-21,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-12-22,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-12-23,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241223,主板|科创板|股票,dddc304e6815f20f5869fa619d607e7f5dc7f6c1a22123700819c45bd3863ade
2024-12-24,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241224,主板|科创板|股票,3d7ab01c1981afbe899ef66c67f1478d6862d2f6e9a06eea90473c46b513cad0
2024-12-25,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241225,主板|科创板|股票,2adb38c7878ca5e3bd711d888a8e59d5210cfb5f11c13cd062e53a2e232951d6
2024-12-26,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241226,主板|科创板|股票,9e824575fa75674153cb22dd8edf1a8b659814c8958c2d88d9484858dbd4ea64
2024-12-27,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241227,主板|科创板|股票,098dc4a4f1414d5c6896cdff1040aedc925f51c529a2369016d631d97830e17a
2024-12-28,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-12-29,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2024,,,,
2024-12-30,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241230,主板|科创板|股票,2d7258fb37e9966af8c16653165ecae230b0fed22590258470f2375802cb1e39
2024-12-31,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2024,3,20241231,主板|科创板|股票,69f99f2afb86439cb5b24e0ec97c9491c504a6a0c375cea272a0d15cacc9ec8a
2025-01-01,WEDNESDAY,CLOSED,CONFIRMED_CLOSED,NEW_YEAR,2025,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2025-01-02,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250102,主板|科创板|股票,c63c5605fc248ff622cf43f44c028a9b377e8bac6a28378dfffb4d8d585bbdb7
2025-01-03,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250103,主板|科创板|股票,b90ff68e238311ab9545a90b60df238508b4f4b31308663e78e97e191a3ce8e3
2025-01-04,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-01-05,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-01-06,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250106,主板|科创板|股票,7010227269112e3614f21c0114b863ab02537a7770526c6ec50c64a6515bdd43
2025-01-07,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250107,主板|科创板|股票,0daac924fd693507f688bc56835dd30c198da9d25b71cc44e03d2511f95b9894
2025-01-08,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250108,主板|科创板|股票,4a317bb2b2acf09eaf40309e23efbc135c7508fae4c790fad6a2ee125fc3aad1
2025-01-09,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250109,主板|科创板|股票,bb5b067a67841266b84e28b370c2acdcad6f708c7bf4414f54d8791d9fa4f9ab
2025-01-10,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250110,主板|科创板|股票,3fe6e490a30f47ee4ed9c21af3c0d607a8c7cf93e7de059a33a570b606bf4379
2025-01-11,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-01-12,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-01-13,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250113,主板|科创板|股票,d8e4ffddfa50fc55ffb2fcb17ed303439a3522bd942f7c2d68bbca7cbc8046c7
2025-01-14,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250114,主板|科创板|股票,1e640932d40c336a89ab3556cdd637af7df89a69bd7a8a9e762351a9e2f058d5
2025-01-15,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250115,主板|科创板|股票,4b01bfce86f97d5e4675f911f334eb882bda058eaa9b5be057c43fae4522b42f
2025-01-16,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250116,主板|科创板|股票,a8f31b8b94164392d0fefc4292c6abdb6a9679610d3c500d46ce625e511767ab
2025-01-17,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250117,主板|科创板|股票,909038c0faf3b48b0da9636eb584b534838888274c201e7ebf1f2098bd96a491
2025-01-18,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-01-19,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-01-20,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250120,主板|科创板|股票,c14a65d6393c17076cefc2a3d4509f45655dca5666242b9096c6e0f932758143
2025-01-21,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250121,主板|科创板|股票,6a33121170da90d99be856adbb70aed50d8fc730a9d38c42e9de5cab1ca1fe94
2025-01-22,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250122,主板|科创板|股票,878f08fa0ae3d3ff485d7b8c2f8fc14d3ed321f0297c2be0702f19a1aea7a38f
2025-01-23,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250123,主板|科创板|股票,1983cf0b6d446e1b7e0d0978b8cd9a0e315bacffe40246466655dac0519d0b9a
2025-01-24,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250124,主板|科创板|股票,35423c190bf28b33c8da9aa00f40b8cdd0d3f06db85f04c567ccf2d243b9dc22
2025-01-25,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-01-26,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-01-27,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250127,主板|科创板|股票,9e65f5f424d197c00b447d96458c4a6c7d065ba66aa7516d9a7235193ac2d17f
2025-01-28,TUESDAY,CLOSED,CONFIRMED_CLOSED,SPRING_FESTIVAL,2025,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2025-01-29,WEDNESDAY,CLOSED,CONFIRMED_CLOSED,SPRING_FESTIVAL,2025,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2025-01-30,THURSDAY,CLOSED,CONFIRMED_CLOSED,SPRING_FESTIVAL,2025,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2025-01-31,FRIDAY,CLOSED,CONFIRMED_CLOSED,SPRING_FESTIVAL,2025,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2025-02-01,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-02-02,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-02-03,MONDAY,CLOSED,CONFIRMED_CLOSED,SPRING_FESTIVAL,2025,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2025-02-04,TUESDAY,CLOSED,CONFIRMED_CLOSED,SPRING_FESTIVAL,2025,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2025-02-05,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250205,主板|科创板|股票,4bab9fc0b967c46634a2d7ccfed63af4c403c9425e05c4f3ae802b308082d4bf
2025-02-06,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250206,主板|科创板|股票,1e6405a7fb27a5e9015f976dfd880c32bafd52bf3c67d45e9596b2bbc72c735e
2025-02-07,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250207,主板|科创板|股票,f82c7a2bdee75a627600f697eb6cd2e4dd41c43a6a846326f011c309f071586d
2025-02-08,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-02-09,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-02-10,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250210,主板|科创板|股票,3d2415c8a06b03e00816baac6aa868432a261f91b45e71feeb8e7b320cac28e3
2025-02-11,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250211,主板|科创板|股票,1e74b55e045e156e1cb98468422da635dac1fa5b8d66cdbc9a4c8876c2aba926
2025-02-12,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250212,主板|科创板|股票,b5e3dfb7c11afa091a07c04318b5e29752126510d59e94469c4c5a32575c837c
2025-02-13,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250213,主板|科创板|股票,f3e5f128b42ba712193bd32e5a369e0cf77bfada30a8ed5e6d7bef7ef377135c
2025-02-14,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250214,主板|科创板|股票,5864bd978815c63f96bc91ceba86cdf101b6f026056b704217795d5379018257
2025-02-15,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-02-16,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-02-17,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250217,主板|科创板|股票,78a1e4b15942f7418acc3f42db45ae6996a302a43d74c46c70850d14c48eed2b
2025-02-18,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250218,主板|科创板|股票,8c13820125ef705af4ff3f38a756c7b3888640ef00550dfebc0fb58aee5227fd
2025-02-19,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250219,主板|科创板|股票,d4909982c39766025b5b679acb1623ca757252b60ad3b6e4af832437e99cf396
2025-02-20,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250220,主板|科创板|股票,bc1e18d5afe8821344f08ff146c9904c79346c3e827afe1c2e7d1ae28cb4b0a6
2025-02-21,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250221,主板|科创板|股票,9cc9d87d99ab4c1e6768d2eb1a476c4e15786c02c89a85da3f415ae0d2c0a5da
